signal_time,direction,entry_pct,fvg_b,fvg_t,ob_b,ob_t,entry,sl,tp,outcome,R,fill_time
2020-05-10T00:20:00+00:00,SHORT,0.4,,,,,9200.06,9143.55,,invalid,0.0,
2020-05-10T00:20:00+00:00,SHORT,0.5,8712.65,9525.0,9113.98,9143.55,9118.83,9143.55,9094.1,no_entry,0.0,2020-05-11T12:28:00
2020-05-10T00:20:00+00:00,SHORT,0.6,8712.65,9525.0,9113.98,9143.55,9037.59,9143.55,8931.63,no_entry,0.0,2020-05-11T12:17:00
2020-05-10T00:20:00+00:00,SHORT,0.7,8712.65,9525.0,9113.98,9143.55,8956.35,9143.55,8769.16,no_entry,0.0,2020-05-11T11:50:00
2020-05-10T00:20:00+00:00,SHORT,0.8,8712.65,9525.0,9113.98,9143.55,8875.12,9143.55,8606.69,no_entry,0.0,2020-05-10T00:50:00
2020-05-10T00:20:00+00:00,SHORT,0.9,8712.65,9525.0,9113.98,9143.55,8793.89,9143.55,8444.22,no_entry,0.0,2020-05-10T00:48:00
2020-05-12T14:15:00+00:00,LONG,0.1,8747.0,8780.0,8725.52,8785.84,8750.3,8725.52,8775.08,no_entry,0.0,2020-05-12T21:51:00
2020-05-12T14:15:00+00:00,LONG,0.2,8747.0,8780.0,8725.52,8785.84,8753.6,8725.52,8781.68,no_entry,0.0,2020-05-12T21:51:00
2020-05-12T14:15:00+00:00,LONG,0.3,8747.0,8780.0,8725.52,8785.84,8756.9,8725.52,8788.28,no_entry,0.0,2020-05-12T21:51:00
2020-05-12T14:15:00+00:00,LONG,0.4,8747.0,8780.0,8725.52,8785.84,8760.2,8725.52,8794.88,no_entry,0.0,2020-05-12T21:51:00
2020-05-12T14:15:00+00:00,LONG,0.5,8747.0,8780.0,8725.52,8785.84,8763.5,8725.52,8801.48,no_entry,0.0,2020-05-12T21:51:00
2020-05-12T14:15:00+00:00,LONG,0.6,8747.0,8780.0,8725.52,8785.84,8766.8,8725.52,8808.08,no_entry,0.0,2020-05-12T20:04:00
2020-05-12T14:15:00+00:00,LONG,0.7,8747.0,8780.0,8725.52,8785.84,8770.1,8725.52,8814.68,no_entry,0.0,2020-05-12T20:04:00
2020-05-12T14:15:00+00:00,LONG,0.8,8747.0,8780.0,8725.52,8785.84,8773.4,8725.52,8821.28,no_entry,0.0,2020-05-12T20:04:00
2020-05-12T14:15:00+00:00,LONG,0.9,8747.0,8780.0,8725.52,8785.84,8776.7,8725.52,8827.88,no_entry,0.0,2020-05-12T19:59:00
2020-05-16T19:20:00+00:00,LONG,0.1,,,,,9311.936000000002,9315.0,,invalid,0.0,
