is_null,symbol,tf,arm,dir,kind,against,depth_pct,imp_atr_mag,imp_bars,corr_bars,converging,rr,outcome,R,reached_mm,reversed,fwd_signed,tb,tb_fade_R,htf_aligned,regime,year,vol_contr,arm_vol_z,atr_pct,run_before,range_pos,corr_piv,imp_eff,mtf_align,hour,dow
0,ETHUSDT,6h,2023-10-07T18:00:00+00:00,UP,PENNANT,1,235.6,4.15,9,36,1,11.67,loss,-1.0,0,0,-0.02903,against,1.0,1,1,2023,1.316,0.443,0.813,4.76,0.371,4.0,0.584,2.0,18.0,5.0
0,ETHUSDT,6h,2023-10-21T12:00:00+00:00,DOWN,PENNANT,0,97.7,5.61,15,57,1,0.0,reversed,,0,1,-0.08975,against,1.0,0,1,2023,0.782,1.336,1.001,5.78,0.991,10.0,0.698,0.0,12.0,5.0
0,ETHUSDT,6h,2023-10-21T12:00:00+00:00,DOWN,FLAG,1,102.1,5.75,11,43,0,0.0,reversed,,0,1,-0.12643,against,1.0,0,1,2023,1.135,1.336,1.001,4.25,0.991,8.0,0.683,0.0,12.0,5.0
0,ETHUSDT,6h,2023-11-07T12:00:00+00:00,UP,RISING_WEDGE,0,362.5,4.16,5,66,1,2.46,win,2.456366183869845,1,0,0.00799,none,0.0,1,1,2023,1.182,1.199,1.067,0.1,0.758,10.0,1.0,1.0,12.0,1.0
0,ETHUSDT,6h,2023-11-25T12:00:00+00:00,UP,PENNANT,0,209.1,4.45,14,68,1,1.42,win,1.4206646929757203,1,0,-0.01089,against,1.0,1,1,2023,1.421,0.31,0.908,0.69,0.752,10.0,0.565,2.0,12.0,5.0
0,ETHUSDT,6h,2023-12-04T12:00:00+00:00,UP,CHANNEL,0,129.2,6.52,10,89,0,0.78,open,,0,0,0.02073,cont,-1.0,1,1,2023,0.578,1.65,0.914,2.19,0.84,10.0,0.89,3.0,12.0,0.0
0,ETHUSDT,6h,2023-11-22T06:00:00+00:00,DOWN,PENNANT,0,102.8,4.1,5,23,1,0.0,reversed,,0,1,-0.02148,against,1.0,0,1,2023,0.75,0.905,1.167,4.77,0.477,4.0,0.839,1.0,6.0,2.0
0,ETHUSDT,6h,2023-12-15T12:00:00+00:00,UP,RISING_WEDGE,0,203.9,4.66,10,68,1,0.0,reversed,,0,1,-0.02849,none,0.0,0,1,2023,0.971,0.999,1.226,0.17,0.332,10.0,0.917,0.0,12.0,4.0
0,ETHUSDT,6h,2023-12-21T06:00:00+00:00,DOWN,CHANNEL,0,89.1,5.19,7,38,0,0.0,reversed,,0,1,-0.01686,against,1.0,0,1,2023,1.092,1.297,1.234,2.41,0.476,10.0,0.628,0.0,6.0,3.0
0,ETHUSDT,6h,2023-12-21T06:00:00+00:00,DOWN,FLAG,1,60.5,5.38,14,6,0,0.0,reversed,,0,1,-0.0049,against,1.0,0,1,2023,1.453,1.297,1.234,0.47,0.476,4.0,0.621,0.0,6.0,3.0
0,ETHUSDT,6h,2024-01-02T12:00:00+00:00,UP,CHANNEL,0,224.2,3.53,4,54,0,0.0,reversed,,0,1,-0.0569,against,1.0,1,1,2024,1.061,1.236,0.835,0.74,0.669,8.0,0.859,3.0,12.0,1.0
0,ETHUSDT,6h,2024-01-09T18:00:00+00:00,DOWN,RISING_WEDGE,1,57.9,5.88,5,19,1,0.0,reversed,,0,1,-0.10768,against,1.0,0,1,2024,0.573,2.629,1.022,0.27,0.737,4.0,0.795,1.0,18.0,1.0
0,ETHUSDT,6h,2024-01-31T06:00:00+00:00,UP,FALLING_WEDGE,1,286.3,4.75,3,85,1,4.67,open,,0,0,-0.01364,against,1.0,0,-1,2024,0.806,1.127,0.781,4.78,0.393,10.0,1.0,1.0,6.0,2.0
0,ETHUSDT,6h,2024-01-22T00:00:00+00:00,UP,FALLING_WEDGE,1,40.6,5.24,12,28,1,0.0,reversed,,0,1,-0.08915,against,1.0,0,-1,2024,0.382,0.829,0.619,0.26,0.408,4.0,0.608,0.0,0.0,0.0
0,ETHUSDT,6h,2024-02-06T06:00:00+00:00,DOWN,PENNANT,0,168.7,4.17,11,68,1,0.0,reversed,,0,1,-0.05513,against,1.0,0,-1,2024,0.729,1.494,0.61,0.69,0.699,10.0,0.7,0.0,6.0,1.0
0,ETHUSDT,6h,2024-02-06T06:00:00+00:00,DOWN,RISING_WEDGE,1,47.1,7.15,15,35,1,0.0,reversed,,0,1,-0.07686,against,1.0,0,-1,2024,0.727,1.494,0.61,0.39,0.699,8.0,0.753,0.0,6.0,1.0
0,ETHUSDT,6h,2024-02-26T06:00:00+00:00,UP,RISING_WEDGE,0,259.2,7.25,22,55,1,2.63,win,2.6268366174162785,1,0,0.11905,cont,-1.0,1,1,2024,1.357,1.36,1.056,0.67,0.851,10.0,0.67,3.0,6.0,0.0
0,ETHUSDT,6h,2024-02-28T18:00:00+00:00,UP,CHANNEL,0,194.4,6.09,13,44,0,1.15,win,1.1474134849051816,1,0,0.01132,none,0.0,1,1,2024,1.029,1.892,1.935,3.51,0.864,10.0,0.649,2.0,18.0,2.0
0,ETHUSDT,6h,2024-02-29T18:00:00+00:00,UP,CHANNEL,0,246.6,4.96,9,36,0,0.2,win,0.19555778628713594,1,0,0.02434,none,0.0,1,1,2024,1.506,1.149,2.098,2.58,0.773,10.0,1.0,2.0,18.0,3.0
0,ETHUSDT,6h,2024-03-12T12:00:00+00:00,UP,CHANNEL,0,461.2,4.54,8,59,0,0.0,reversed,,0,1,-0.01917,none,0.0,1,1,2024,1.941,1.782,1.134,0.58,0.84,10.0,0.916,2.0,12.0,1.0
0,ETHUSDT,6h,2024-03-14T12:00:00+00:00,UP,CHANNEL,0,198.0,5.04,9,54,0,0.0,reversed,,0,1,-0.09077,against,1.0,1,1,2024,0.849,1.66,1.095,3.08,0.755,10.0,0.829,1.0,12.0,3.0
0,ETHUSDT,6h,2024-03-18T12:00:00+00:00,UP,FALLING_WEDGE,1,85.9,4.91,11,27,1,0.0,reversed,,0,1,0.00656,against,1.0,0,1,2024,0.75,1.336,1.221,1.78,0.141,8.0,0.592,2.0,12.0,0.0
0,ETHUSDT,6h,2024-04-04T12:00:00+00:00,DOWN,CHANNEL,0,146.2,4.19,8,73,0,2.21,loss,-1.0,0,0,0.02098,cont,-1.0,1,1,2024,0.689,0.885,0.901,0.98,0.441,10.0,0.797,1.0,12.0,3.0
0,ETHUSDT,6h,2024-05-01T18:00:00+00:00,DOWN,CHANNEL,0,251.3,3.6,7,80,0,0.0,timeout,,0,0,-0.03596,none,0.0,1,-1,2024,1.069,2.166,1.102,5.5,0.288,10.0,0.752,2.0,18.0,2.0
0,ETHUSDT,6h,2024-05-07T06:00:00+00:00,DOWN,PENNANT,0,104.3,4.97,6,95,1,2.48,open,,0,0,0.02911,cont,-1.0,1,-1,2024,0.741,1.025,0.682,2.03,0.456,10.0,0.783,3.0,6.0,1.0
0,ETHUSDT,6h,2024-04-27T12:00:00+00:00,DOWN,RISING_WEDGE,1,95.2,3.58,2,47,1,0.0,reversed,,0,1,-0.01696,none,0.0,0,-1,2024,0.348,1.252,0.741,3.64,0.916,4.0,1.0,1.0,12.0,5.0
0,ETHUSDT,6h,2024-05-17T06:00:00+00:00,DOWN,FALLING_WEDGE,0,66.5,5.64,10,42,1,0.0,reversed,,0,1,-0.01346,against,1.0,0,1,2024,0.56,2.123,0.853,0.68,0.469,10.0,0.677,0.0,6.0,4.0
0,ETHUSDT,6h,2024-06-10T06:00:00+00:00,UP,PENNANT,0,414.5,3.8,6,83,1,0.0,reversed,,0,1,-0.04859,against,1.0,0,1,2024,1.271,0.778,0.553,0.62,0.263,10.0,1.0,0.0,6.0,0.0
0,ETHUSDT,6h,2024-06-30T18:00:00+00:00,DOWN,FALLING_WEDGE,0,167.5,4.71,8,81,1,0.0,reversed,,0,1,0.00489,against,1.0,1,-1,2024,0.889,0.708,0.675,1.93,0.513,10.0,0.796,1.0,18.0,6.0
0,ETHUSDT,6h,2024-07-05T12:00:00+00:00,DOWN,CHANNEL,0,293.2,6.02,7,90,0,0.97,open,,0,0,-0.00831,none,0.0,1,-1,2024,1.052,2.144,1.567,2.23,0.253,10.0,0.85,2.0,12.0,4.0
0,ETHUSDT,6h,2024-07-08T18:00:00+00:00,DOWN,CHANNEL,0,273.1,4.05,5,73,0,0.0,reversed,,0,1,-0.02759,none,0.0,1,-1,2024,0.779,0.674,1.247,1.92,0.292,10.0,0.772,3.0,18.0,0.0
0,ETHUSDT,6h,2024-07-13T06:00:00+00:00,DOWN,CHANNEL,0,185.2,6.89,16,57,0,0.0,reversed,,0,1,-0.09256,against,1.0,1,-1,2024,1.084,0.449,0.954,0.74,0.485,10.0,0.685,1.0,6.0,5.0
0,ETHUSDT,6h,2024-07-19T12:00:00+00:00,DOWN,RISING_WEDGE,1,97.1,7.9,16,47,1,7.55,open,,0,0,0.02075,none,0.0,0,1,2024,0.721,1.914,1.119,2.4,0.976,10.0,0.86,0.0,12.0,4.0
0,ETHUSDT,6h,2024-07-29T12:00:00+00:00,UP,PENNANT,0,158.1,3.81,12,68,1,0.0,reversed,,0,1,-0.05844,against,1.0,0,1,2024,0.85,1.746,0.762,3.58,0.475,10.0,0.585,2.0,12.0,0.0
0,ETHUSDT,6h,2024-07-31T18:00:00+00:00,UP,FLAG,1,104.9,7.42,15,61,0,0.0,reversed,,0,1,-0.16474,against,1.0,0,1,2024,1.336,1.221,0.871,0.81,0.306,10.0,0.658,0.0,18.0,2.0
0,ETHUSDT,6h,2024-08-17T12:00:00+00:00,DOWN,CHANNEL,0,283.5,5.04,10,70,0,0.0,reversed,,0,1,-0.02624,none,0.0,0,-1,2024,1.116,0.209,0.607,0.92,0.754,10.0,0.675,0.0,12.0,5.0
0,ETHUSDT,6h,2024-08-28T06:00:00+00:00,DOWN,CHANNEL,0,38.6,8.06,12,76,0,2.52,open,,0,0,-0.00091,none,0.0,1,-1,2024,0.388,1.869,0.77,0.95,0.305,10.0,0.914,3.0,6.0,2.0
0,ETHUSDT,6h,2024-09-12T00:00:00+00:00,DOWN,CHANNEL,0,104.2,7.03,13,52,0,0.0,reversed,,0,1,-0.0214,against,1.0,1,-1,2024,1.059,0.827,0.919,3.28,0.497,10.0,0.815,1.0,0.0,3.0
0,ETHUSDT,6h,2024-09-18T18:00:00+00:00,DOWN,PENNANT,0,131.5,4.1,5,55,1,0.0,reversed,,0,1,-0.07127,against,1.0,0,1,2024,0.947,1.968,0.987,0.17,0.713,8.0,1.0,0.0,18.0,2.0
0,ETHUSDT,6h,2024-09-18T18:00:00+00:00,DOWN,CHANNEL,0,62.6,4.44,9,30,0,0.0,reversed,,0,1,-0.07149,against,1.0,0,1,2024,0.56,1.968,0.987,0.25,0.713,6.0,0.843,0.0,18.0,2.0
0,ETHUSDT,6h,2024-09-28T06:00:00+00:00,UP,CHANNEL,0,190.9,5.27,16,64,0,0.0,reversed,,0,1,-0.08224,against,1.0,1,1,2024,0.908,0.6,0.814,2.62,0.888,10.0,0.649,2.0,6.0,5.0
0,ETHUSDT,6h,2024-10-07T18:00:00+00:00,UP,FALLING_WEDGE,1,117.8,6.69,15,59,1,0.0,reversed,,0,1,0.01128,against,1.0,0,1,2024,0.916,1.141,0.863,1.1,0.269,10.0,0.682,1.0,18.0,0.0
0,ETHUSDT,6h,2024-10-18T12:00:00+00:00,DOWN,RISING_WEDGE,1,246.5,3.92,13,58,1,0.0,reversed,,0,1,-0.00744,against,1.0,0,1,2024,1.243,1.714,1.045,2.46,0.884,8.0,0.828,1.0,12.0,4.0
0,ETHUSDT,6h,2024-10-11T00:00:00+00:00,DOWN,CHANNEL,0,54.5,4.96,9,15,0,0.0,timeout,,0,0,-0.02161,against,1.0,1,1,2024,0.592,0.648,0.971,0.0,0.257,4.0,0.741,2.0,0.0,4.0
0,ETHUSDT,6h,2024-10-25T18:00:00+00:00,UP,CHANNEL,0,216.3,5.76,14,73,0,0.0,reversed,,0,1,0.07825,cont,-1.0,0,1,2024,1.529,3.076,1.319,4.71,0.15,10.0,0.871,0.0,18.0,4.0
0,ETHUSDT,6h,2024-11-05T06:00:00+00:00,DOWN,CHANNEL,0,114.2,5.95,11,46,0,0.0,reversed,,0,1,-0.19813,against,1.0,1,1,2024,1.074,0.734,0.944,3.1,0.228,8.0,0.787,1.0,6.0,1.0
0,ETHUSDT,6h,2024-11-25T18:00:00+00:00,UP,CHANNEL,0,49.1,9.31,30,40,0,0.0,reversed,,0,1,0.05837,against,1.0,1,1,2024,0.845,1.428,1.14,5.19,0.752,10.0,0.612,3.0,18.0,0.0
0,ETHUSDT,6h,2024-12-09T00:00:00+00:00,UP,CHANNEL,0,210.8,4.36,5,57,0,0.0,reversed,,0,1,-0.04901,against,1.0,1,1,2024,0.758,0.679,0.922,0.25,0.827,10.0,1.0,1.0,0.0,0.0
0,ETHUSDT,6h,2024-12-17T00:00:00+00:00,UP,CHANNEL,0,131.3,4.37,8,44,0,0.0,reversed,,0,1,-0.08782,against,1.0,0,1,2024,0.593,0.652,0.827,0.32,0.861,8.0,0.931,2.0,0.0,1.0
0,ETHUSDT,6h,2024-12-15T18:00:00+00:00,DOWN,FLAG,1,81.5,5.9,12,19,0,2.51,open,,0,0,0.08393,against,1.0,0,1,2024,0.959,0.682,0.731,2.3,0.781,4.0,0.752,1.0,18.0,6.0
0,ETHUSDT,6h,2025-01-23T18:00:00+00:00,DOWN,FLAG,1,103.2,6.06,13,40,0,2.62,open,,0,0,0.05909,cont,-1.0,0,1,2025,1.273,1.45,1.035,5.23,0.69,10.0,0.741,1.0,18.0,3.0
0,ETHUSDT,6h,2025-01-28T18:00:00+00:00,UP,FLAG,1,91.3,5.36,9,45,0,3.6,loss,-1.0,0,0,0.05446,cont,-1.0,0,1,2025,1.081,0.874,0.978,3.11,0.114,10.0,0.858,0.0,18.0,1.0
0,ETHUSDT,6h,2025-02-03T06:00:00+00:00,DOWN,CHANNEL,0,336.2,3.69,6,57,0,0.0,timeout,,0,0,-0.05802,against,1.0,1,1,2025,0.941,3.335,1.621,2.27,0.348,10.0,0.707,3.0,6.0,0.0
0,ETHUSDT,6h,2025-02-19T06:00:00+00:00,DOWN,PENNANT,0,30.6,8.76,10,59,1,0.0,reversed,,0,1,0.02344,against,1.0,0,-1,2025,0.479,0.788,0.719,0.47,0.628,10.0,0.972,1.0,6.0,2.0
0,ETHUSDT,6h,2025-02-21T18:00:00+00:00,UP,CHANNEL,0,41.4,4.54,3,47,0,0.0,reversed,,0,1,0.04584,cont,-1.0,1,-1,2025,0.168,2.023,0.734,4.11,0.434,10.0,1.0,1.0,18.0,4.0
0,ETHUSDT,6h,2025-03-11T06:00:00+00:00,DOWN,FALLING_WEDGE,0,146.4,6.33,6,53,1,2.48,open,,0,0,0.00309,none,0.0,1,-1,2025,0.819,0.778,1.079,2.19,0.201,10.0,1.0,2.0,6.0,1.0
0,ETHUSDT,6h,2025-03-19T00:00:00+00:00,DOWN,FALLING_WEDGE,0,101.5,4.73,7,50,1,0.0,reversed,,0,1,-0.02308,against,1.0,0,-1,2025,0.486,0.734,0.468,0.21,0.339,10.0,0.919,0.0,0.0,2.0
0,ETHUSDT,6h,2025-04-07T12:00:00+00:00,DOWN,CHANNEL,0,174.1,4.34,3,106,0,0.79,open,,0,0,-0.01416,none,0.0,1,-1,2025,0.326,6.01,1.5,1.19,0.232,10.0,0.804,3.0,12.0,0.0
0,ETHUSDT,6h,2025-04-19T00:00:00+00:00,DOWN,PENNANT,0,170.0,7.05,26,55,1,0.0,badrisk,,0,0,-0.11458,against,1.0,1,1,2025,1.832,0.26,0.623,1.99,0.534,10.0,0.606,2.0,0.0,5.0
0,ETHUSDT,6h,2025-05-06T06:00:00+00:00,UP,PENNANT,0,50.5,5.32,6,46,1,0.0,reversed,,0,1,0.02327,cont,-1.0,0,1,2025,0.38,0.882,0.654,0.47,0.313,10.0,0.998,0.0,6.0,1.0
0,ETHUSDT,6h,2025-05-19T06:00:00+00:00,UP,PENNANT,0,66.4,8.75,6,38,1,7.13,open,,0,0,0.0441,cont,-1.0,1,1,2025,0.518,0.699,1.28,0.89,0.67,10.0,1.0,1.0,6.0,0.0
0,ETHUSDT,6h,2025-06-05T06:00:00+00:00,UP,FLAG,1,128.1,4.7,9,29,0,0.74,open,,0,0,-0.03834,against,1.0,0,1,2025,1.008,0.751,0.699,0.23,0.446,4.0,0.74,0.0,6.0,3.0
0,ETHUSDT,6h,2025-06-20T12:00:00+00:00,UP,FLAG,1,106.0,7.66,17,39,0,0.0,reversed,,0,1,0.012,against,1.0,0,-1,2025,1.32,2.177,1.014,0.87,0.102,6.0,0.639,1.0,12.0,4.0
0,ETHUSDT,6h,2025-07-02T06:00:00+00:00,DOWN,PENNANT,0,128.5,4.61,6,61,1,0.0,reversed,,0,1,-0.05951,against,1.0,0,1,2025,0.434,0.698,0.735,4.5,0.73,10.0,0.833,1.0,6.0,2.0
0,ETHUSDT,6h,2025-07-02T06:00:00+00:00,DOWN,CHANNEL,0,33.3,5.76,10,24,0,0.0,reversed,,0,1,-0.02549,against,1.0,0,1,2025,0.492,0.698,0.735,0.58,0.73,6.0,0.692,1.0,6.0,2.0
0,ETHUSDT,6h,2025-07-14T18:00:00+00:00,UP,CHANNEL,0,173.6,5.58,13,69,0,0.79,win,0.7940233973897228,1,0,0.21777,cont,-1.0,1,1,2025,0.805,0.971,0.959,3.56,0.893,10.0,0.714,2.0,18.0,0.0
0,ETHUSDT,6h,2025-07-29T12:00:00+00:00,UP,CHANNEL,0,558.8,4.58,6,98,0,0.0,reversed,,0,1,0.02372,none,0.0,1,1,2025,1.074,1.228,1.028,0.09,0.728,10.0,0.767,2.0,12.0,1.0
0,ETHUSDT,6h,2025-08-05T12:00:00+00:00,UP,PENNANT,0,176.6,9.18,27,83,1,0.0,reversed,,0,1,0.1901,cont,-1.0,0,1,2025,1.124,1.479,0.948,0.8,0.428,10.0,0.703,1.0,12.0,1.0
0,ETHUSDT,6h,2025-08-14T12:00:00+00:00,UP,CHANNEL,0,154.6,9.7,26,84,0,0.0,timeout,,0,0,-0.05074,against,1.0,1,1,2025,0.703,4.47,1.418,3.33,0.833,10.0,0.631,2.0,12.0,3.0
0,ETHUSDT,6h,2025-09-04T12:00:00+00:00,UP,PENNANT,0,368.9,4.37,7,115,1,0.0,reversed,,0,1,-0.00136,cont,-1.0,0,-1,2025,1.765,1.078,0.869,3.81,0.128,10.0,1.0,0.0,12.0,3.0
0,ETHUSDT,6h,2025-09-09T00:00:00+00:00,UP,PENNANT,1,72.2,9.8,34,78,1,36.38,loss,-1.0,0,0,0.0266,cont,-1.0,0,-1,2025,0.842,0.587,0.431,1.0,0.239,10.0,0.61,0.0,0.0,1.0
0,ETHUSDT,6h,2025-09-10T12:00:00+00:00,DOWN,PENNANT,0,70.2,4.67,5,52,1,0.0,reversed,,0,1,-0.02099,against,1.0,1,-1,2025,0.412,2.445,0.533,4.71,0.511,10.0,0.763,1.0,12.0,2.0
0,ETHUSDT,6h,2025-10-05T06:00:00+00:00,DOWN,RISING_WEDGE,1,136.9,8.23,17,46,1,0.0,reversed,,0,1,0.04761,against,1.0,0,1,2025,1.388,2.035,1.042,1.55,0.916,6.0,0.673,0.0,6.0,6.0
0,ETHUSDT,6h,2025-10-31T06:00:00+00:00,DOWN,CHANNEL,0,46.8,7.07,13,68,0,2.38,open,,0,0,0.05348,cont,-1.0,1,-1,2025,0.622,0.633,0.88,0.1,0.338,10.0,0.705,2.0,6.0,4.0
0,ETHUSDT,6h,2025-10-23T12:00:00+00:00,DOWN,CHANNEL,0,73.7,3.64,8,10,0,0.0,reversed,,0,1,-0.00326,none,0.0,1,-1,2025,0.759,1.577,0.928,1.53,0.429,4.0,0.675,1.0,12.0,3.0
0,ETHUSDT,6h,2025-11-03T00:00:00+00:00,UP,FLAG,1,139.7,4.32,12,49,0,0.0,reversed,,0,1,-0.09206,against,1.0,0,-1,2025,0.829,1.979,0.621,0.28,0.091,6.0,0.756,1.0,0.0,0.0
0,ETHUSDT,6h,2025-11-18T12:00:00+00:00,DOWN,CHANNEL,0,82.7,7.03,10,49,0,2.01,open,,0,0,0.10395,cont,-1.0,1,-1,2025,0.656,1.589,1.012,2.96,0.265,10.0,0.781,1.0,12.0,1.0
0,ETHUSDT,6h,2025-11-13T12:00:00+00:00,UP,FLAG,1,46.3,4.92,10,6,0,0.0,reversed,,0,1,-0.01553,against,1.0,0,-1,2025,1.373,2.479,1.145,3.49,0.23,4.0,0.751,1.0,12.0,3.0
0,ETHUSDT,6h,2025-12-29T06:00:00+00:00,UP,FALLING_WEDGE,1,128.2,5.67,10,86,1,5.85,open,,0,0,0.00396,cont,-1.0,0,-1,2025,0.613,1.694,0.631,4.46,0.611,10.0,0.907,2.0,6.0,0.0
0,ETHUSDT,6h,2025-12-30T06:00:00+00:00,DOWN,RISING_WEDGE,1,78.2,4.33,10,44,1,0.0,reversed,,0,1,-0.0085,none,0.0,1,-1,2025,0.61,0.941,0.584,2.6,0.674,6.0,0.605,1.0,6.0,1.0
0,ETHUSDT,6h,2026-01-16T12:00:00+00:00,UP,CHANNEL,0,170.1,6.53,15,84,0,0.0,reversed,,0,1,-0.05308,against,1.0,0,1,2026,0.943,1.247,1.426,3.0,0.659,10.0,0.602,1.0,12.0,4.0
0,ETHUSDT,6h,2026-02-13T12:00:00+00:00,DOWN,CHANNEL,0,262.8,6.76,11,87,0,0.0,reversed,,0,1,0.04042,cont,-1.0,1,-1,2026,1.627,0.865,0.743,1.01,0.428,10.0,0.72,1.0,12.0,4.0
0,ETHUSDT,6h,2026-02-21T06:00:00+00:00,DOWN,FALLING_WEDGE,0,91.5,7.54,13,74,1,0.0,reversed,,0,1,0.0615,cont,-1.0,0,-1,2026,1.039,0.422,0.485,0.41,0.313,10.0,0.821,1.0,6.0,5.0
0,ETHUSDT,6h,2026-02-22T12:00:00+00:00,UP,FALLING_WEDGE,1,62.8,3.56,7,23,1,0.0,reversed,,0,1,-0.05851,against,1.0,1,-1,2026,0.854,0.715,0.395,2.12,0.189,4.0,0.795,1.0,12.0,6.0
0,ETHUSDT,6h,2026-03-18T06:00:00+00:00,UP,CHANNEL,0,158.1,5.11,5,66,0,0.0,reversed,,0,1,-0.06274,against,1.0,1,1,2026,0.771,0.813,1.034,1.47,0.752,10.0,0.835,2.0,6.0,2.0
0,ETHUSDT,6h,2026-03-04T06:00:00+00:00,DOWN,FLAG,1,58.3,4.2,10,10,0,0.0,reversed,,0,1,0.03712,against,1.0,0,-1,2026,1.149,1.999,1.207,1.3,0.732,4.0,0.611,1.0,6.0,2.0
0,ETHUSDT,6h,2026-04-07T18:00:00+00:00,DOWN,FLAG,1,62.3,6.77,18,32,0,0.0,reversed,,0,1,0.0158,cont,-1.0,0,1,2026,1.109,3.547,1.094,0.78,0.899,10.0,0.587,2.0,18.0,1.0
0,ETHUSDT,6h,2026-04-23T00:00:00+00:00,UP,RISING_WEDGE,0,264.0,5.09,3,60,1,0.0,reversed,,0,1,-0.00788,none,0.0,0,1,2026,1.147,1.15,0.971,1.14,0.599,10.0,1.0,1.0,0.0,3.0
0,ETHUSDT,6h,2026-04-27T06:00:00+00:00,UP,RISING_WEDGE,0,144.0,4.03,1,70,1,0.0,reversed,,0,1,-0.01436,against,1.0,0,1,2026,0.417,0.772,0.605,1.31,0.319,10.0,1.0,1.0,6.0,0.0
0,ETHUSDT,6h,2026-05-09T12:00:00+00:00,DOWN,CHANNEL,0,95.9,4.41,9,62,0,2.2,open,,0,0,-0.00447,against,1.0,0,1,2026,0.787,0.938,0.869,4.81,0.536,10.0,0.912,1.0,12.0,5.0
0,ETHUSDT,6h,2026-04-29T12:00:00+00:00,UP,FALLING_WEDGE,1,85.4,3.8,11,23,1,0.0,reversed,,0,1,0.00831,against,1.0,0,1,2026,0.659,1.725,0.897,1.23,0.143,4.0,0.796,1.0,12.0,2.0
0,ETHUSDT,6h,2026-05-15T00:00:00+00:00,UP,FALLING_WEDGE,1,106.2,5.93,17,41,1,0.0,reversed,,0,1,-0.05993,against,1.0,0,1,2026,1.719,1.126,1.049,1.46,0.059,8.0,0.557,1.0,0.0,4.0
0,ETHUSDT,6h,2026-05-25T12:00:00+00:00,DOWN,CHANNEL,0,236.0,4.23,7,56,0,0.0,reversed,,0,1,0.02255,cont,-1.0,1,-1,2026,0.538,0.714,1.019,3.02,0.38,10.0,0.983,1.0,12.0,0.0
0,ETHUSDT,6h,2026-05-29T12:00:00+00:00,DOWN,CHANNEL,0,282.2,3.95,7,59,0,0.0,reversed,,0,1,0.00247,none,0.0,1,-1,2026,0.871,2.24,1.158,0.34,0.265,10.0,0.912,1.0,12.0,4.0
0,ETHUSDT,6h,2026-06-03T06:00:00+00:00,DOWN,CHANNEL,0,140.7,6.34,17,52,0,1.58,win,1.580270168297147,1,0,0.13141,cont,-1.0,1,-1,2026,1.051,1.232,1.141,0.61,0.184,10.0,0.573,3.0,6.0,2.0
0,ETHUSDT,6h,2026-06-07T06:00:00+00:00,DOWN,CHANNEL,0,434.7,4.76,9,53,0,0.0,timeout,,0,0,-0.00793,none,0.0,1,-1,2026,1.74,1.233,1.678,2.31,0.196,10.0,0.614,1.0,6.0,6.0
0,ETHUSDT,6h,2026-06-11T12:00:00+00:00,DOWN,CHANNEL,0,309.1,4.51,10,49,0,0.0,reversed,,0,1,0.00885,none,0.0,1,-1,2026,1.701,0.917,0.973,0.33,0.344,8.0,0.716,1.0,12.0,3.0
0,ETHUSDT,6h,2026-06-11T12:00:00+00:00,DOWN,PENNANT,0,201.5,5.04,5,30,1,0.0,reversed,,0,1,0.00885,none,0.0,1,-1,2026,1.021,0.917,0.973,0.69,0.344,4.0,0.83,1.0,12.0,3.0
1,ETHUSDT,6h,2020-08-09T00:00:00+00:00,DOWN,NULL,0,0.0,0.0,8,0,0,0.0,null,,0,0,-0.00655,none,0.0,0,1,2020,,,,,,,,,,
1,ETHUSDT,6h,2024-03-29T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,-0.03329,against,1.0,0,1,2024,,,,,,,,,,
1,ETHUSDT,6h,2025-12-10T00:00:00+00:00,UP,NULL,0,0.0,0.0,16,0,0,0.0,null,,0,0,-0.06341,against,1.0,0,-1,2025,,,,,,,,,,
1,ETHUSDT,6h,2020-08-02T06:00:00+00:00,DOWN,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.09244,against,1.0,0,1,2020,,,,,,,,,,
1,ETHUSDT,6h,2022-03-01T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,18,0,0,0.0,null,,0,0,0.09708,cont,-1.0,0,1,2022,,,,,,,,,,
1,ETHUSDT,6h,2023-05-28T06:00:00+00:00,UP,NULL,0,0.0,0.0,11,0,0,0.0,null,,0,0,0.01124,cont,-1.0,0,-1,2023,,,,,,,,,,
1,ETHUSDT,6h,2021-12-01T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,3,0,0,0.0,null,,0,0,0.01964,none,0.0,0,-1,2021,,,,,,,,,,
1,ETHUSDT,6h,2024-11-20T18:00:00+00:00,UP,NULL,0,0.0,0.0,14,0,0,0.0,null,,0,0,0.08933,cont,-1.0,0,1,2024,,,,,,,,,,
1,ETHUSDT,6h,2022-08-12T12:00:00+00:00,DOWN,NULL,0,0.0,0.0,5,0,0,0.0,null,,0,0,-0.04452,against,1.0,0,1,2022,,,,,,,,,,
1,ETHUSDT,6h,2020-10-22T18:00:00+00:00,DOWN,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,0.00046,none,0.0,0,1,2020,,,,,,,,,,
1,ETHUSDT,6h,2022-04-06T18:00:00+00:00,UP,NULL,0,0.0,0.0,7,0,0,0.0,null,,0,0,0.02415,cont,-1.0,0,1,2022,,,,,,,,,,
